Ticker,Date,SMA_10,SMA_10_min_max,SMA_10_fluc_pctg,MACD,MACD_Signal,MACD_Hist,MACD_polarize,MACD_Signal_polarize,MACD_Hist_polarize,CCI_20,CCI_20_polarize,CCI_20_fluc_pctg,ROC_10,ROC_10_polarize,ROC_10_fluc_pctg,RSI_5,RSI_5_polarize,RSI_5_fluc_pctg,STOCH_SlowD,STOCH_SlowK,STOCH_SlowD_min_max,STOCH_SlowD_fluc_pctg,STOCH_SlowK_min_max,STOCH_SlowK_fluc_pctg,ADX,ADX_fluc_pctg,AROON_Up,AROON_Down,AROON_Up_min_max,AROON_Down_min_max,AROON_polarize,BBANDS_Lower_Band,BBANDS_Middle_Band,BBANDS_Upper_Band,BBANDS_width,Chaikin_AD,Chaikin_AD_fluc_pctg
GRMN,2019-12-02,93.1489,0.23353155931473152,,1.9916,2.2659,-0.2744,1,1,-1,51.3321,0,,2.6043,1,,42.6992,0,,65.4163,52.8999,0.6625267123438567,,0.52640103345083,,42.1666,,57.1429,35.7143,0.571429,0.357143,1,92.5706,93.4855,94.4005,1.829899999999995,216915702.8385,
GRMN,2019-12-03,93.1862,0.2338839820557301,0.00040043414361309567,1.8082,2.1744,-0.3662,1,1,-1,5.9782,0,-0.8835387603468394,2.3984,1,-0.07906155204853503,36.2901,0,-0.15009883089144516,52.554,34.8717,0.520843338987905,-0.1966222485833042,0.33135017234999703,-0.3407983758003324,38.7826,-0.08025309130923527,50.0,28.5714,0.5,0.285714,1,91.9292,93.2617,94.5942,2.6650000000000063,217009599.349,0.0004328709690967947
GRMN,2019-12-04,93.1221,0.23327834404774062,-0.0006878700923526903,1.6256,2.0646,-0.439,1,1,-1,-2.4433,0,-1.408701615870998,3.1729,1,0.3229236157438291,32.85,0,-0.09479444807261486,35.8123,19.6654,0.3364268247009319,-0.31856186018190813,0.16683003672039487,-0.4360642010570175,36.0015,-0.0717099936569493,42.8571,21.4286,0.42857100000000004,0.214286,1,91.5036,92.8715,94.2394,2.7357999999999976,216268780.6186,-0.0034137601867491297
GRMN,2019-12-05,92.9997,0.23212186835073725,-0.0013144033478626337,1.4144,1.9346,-0.5202,1,1,-1,-75.3794,0,29.851471370687193,2.5531,1,-0.19534180087616998,24.8692,1,-0.24294672754946733,22.7726,13.7807,0.1927893194686171,-0.36411233012121536,0.10316223836448184,-0.29924130706723495,33.1413,-0.07944668972126158,35.7143,14.2857,0.357143,0.142857,1,91.0535,92.3856,93.7177,2.664199999999994,215885063.1259,-0.0017742620622470428
GRMN,2019-12-06,92.8504,0.23071123255365708,-0.0016053815227362116,1.303,1.8083,-0.5052,1,1,-1,-39.3347,0,-0.47817706163752965,1.6428,1,-0.35654694293212175,47.4548,0,0.9081755746063404,18.1624,21.0412,0.14200612456213785,-0.20244504360503407,0.18171510426471574,0.5268600288809713,30.3712,-0.08358453048009581,28.5714,7.1429,0.285714,0.071429,1,91.3298,92.1618,92.9937,1.6638999999999982,216316438.6448,0.001998172141480845
GRMN,2019-12-09,92.8313,0.2305307694342718,-0.00020570724520297778,1.2375,1.6941,-0.4566,1,1,-1,16.7114,0,-1.424851339911071,1.1576,1,-0.2953494034575116,56.0679,0,0.18150113371039395,26.2394,43.8963,0.2309775065541627,0.4447099502268421,0.4289892045934033,1.0862070604338154,28.277,-0.06895348224633865,21.4286,0.0,0.214286,0.0,1,91.3042,92.1771,93.05,1.7458000000000027,216316438.6449,4.62224656790416e-13
GRMN,2019-12-10,92.7405,0.22967286099237713,-0.0009781183717130057,1.15,1.5853,-0.4353,1,1,-1,27.0393,0,0.6180152470768456,-0.093,-1,-1.0803386316516932,49.8917,0,-0.1101557219014802,40.877,57.6933,0.39221651869313295,0.5578481215271691,0.5782618291820029,0.3143089508682965,27.2199,-0.03738373943487647,14.2857,78.5714,0.142857,0.785714,-1,91.3091,92.2192,93.1293,1.8201999999999998,215504069.9684,-0.003755464363175644
GRMN,2019-12-11,92.6735,0.22903982282489987,-0.0007224459648157284,1.1355,1.4953,-0.3599,1,1,-1,60.8565,0,1.250668471447116,1.5399,1,-17.558064516129033,64.6585,0,0.2959770863690755,58.018,72.4642,0.5810314820118525,0.4193311642243804,0.738071281275628,0.25602452971142237,26.2686,-0.034948695623422565,7.1429,71.4286,0.071429,0.714286,-1,91.2289,92.4755,93.7221,2.4932000000000016,215736152.5323,0.0010769289133798023
GRMN,2019-12-12,92.6391,0.22871480024338905,-0.00037119564924174755,1.1256,1.4214,-0.2958,1,1,-1,88.4638,0,0.45364587184606425,1.971,1,0.2799532437171245,67.2623,0,0.04027003410224475,66.1496,68.2913,0.6706043048181357,0.14015650315419362,0.6929238046397096,-0.05758567678936631,26.7192,0.017153559763367725,0.0,64.2857,0.0,0.642857,-1,91.9558,92.8925,93.8293,1.873500000000007,215572683.066,-0.0007577286624480162
GRMN,2019-12-13,92.6687,0.22899447083678207,0.00031951951173966577,1.1219,1.3615,-0.2396,1,1,-1,70.3385,0,-0.20488945760864907,1.292,1,-0.3444951801116185,70.4169,-1,0.04689997219839349,71.1024,72.5517,0.7251613756030931,0.0748727127601678,0.739017962050543,0.06238569188168902,26.9794,0.009738315518428603,92.8571,57.1429,0.928571,0.571429,1,92.2482,93.1756,94.1031,1.8549000000000007,215871354.9904,0.0013854813149425345
GRMN,2019-12-16,92.8066,0.23029739566208243,0.0014880968439181935,1.1338,1.3159,-0.1822,1,1,-1,115.3214,-1,0.6395203195973755,2.8354,1,1.1945820433436531,75.3115,-1,0.06950888210074566,70.74,71.3769,0.7211693948139498,-0.005096874367110084,0.7263075554863127,-0.016192590938599517,27.9001,0.034126036902229116,85.7143,50.0,0.857143,0.5,1,92.3793,93.4362,94.4931,2.1137999999999977,215979673.3812,0.0005017728767432634
GRMN,2019-12-17,92.9944,0.2320717921971905,0.0020235629793570256,1.1371,1.2802,-0.1431,1,1,-1,80.1802,0,-0.3047240147969067,2.4481,1,-0.13659448402341812,76.5252,-1,0.01611573265703117,73.5766,76.8011,0.752415677116609,0.04009895391574787,0.7849931081639587,0.07599377389603637,26.7635,-0.04073820523940767,78.5714,42.8571,0.785714,0.42857100000000004,1,93.1376,93.7696,94.4015,1.2638999999999925,216594960.8846,0.0028488213440070217
GRMN,2019-12-18,93.1656,0.23368934644005795,0.0018409710692256622,1.0953,1.2432,-0.1479,1,1,-1,87.7603,0,0.09453830247367806,1.1558,1,-0.5278787631224215,59.7877,0,-0.218718801126949,73.905,73.5369,0.7560331343217819,0.004463375584085185,0.7496770466156433,-0.04250199541412821,26.0992,-0.024821118314121874,100.0,35.7143,1.0,0.357143,1,93.3829,93.8557,94.3284,0.9454999999999956,216209670.2309,-0.001778853266606251
GRMN,2019-12-19,93.4154,0.2360495394883541,0.0026812471556025784,1.0631,1.2072,-0.1441,1,1,-1,87.1504,0,-0.006949611612540022,1.3741,1,0.188873507527254,63.882,0,0.06848064066689297,72.9736,68.5828,0.7457733912008989,-0.012602665584195878,0.6960776040212836,-0.06736889915131039,25.5013,-0.02290874816086314,92.8571,28.5714,0.928571,0.285714,1,93.6015,93.9382,94.2749,0.6734000000000009,216085611.2948,-0.0005737899510576387
GRMN,2019-12-20,93.6772,0.23852311250694458,0.0028025357703333046,1.1055,1.1868,-0.0813,1,1,-1,146.6195,-1,0.6823732306449538,1.2004,1,-0.1264100138272325,79.6932,-1,0.24750633981403222,71.4182,72.135,0.7286400387742064,-0.02131455759343113,0.7345095977201763,0.0517943274406994,26.1194,0.024237980024547703,100.0,21.4286,1.0,0.214286,1,93.3747,94.1787,94.9827,1.6079999999999899,217634120.9284,0.007166185773875545
GRMN,2019-12-23,93.8844,0.24048080666069538,0.0022118509092927657,1.1193,1.1733,-0.054,1,1,-1,157.2723,-1,0.07265609281166567,2.0234,1,0.6856047984005333,76.09,-1,-0.04521339336354922,73.0122,78.3188,0.7461985856227006,0.02231924075375756,0.8014134214449702,0.08572537603105275,27.3013,0.04524989088570191,100.0,14.2857,1.0,0.142857,1,93.3814,94.3326,95.2838,1.9024,217499898.4332,-0.0006167346123274775
GRMN,2019-12-24,94.105,0.24256510844794169,0.0023496981394140514,1.1058,1.1598,-0.054,1,1,-1,113.1094,-1,-0.2808053293555191,1.3884,1,-0.3138282099436592,69.5397,0,-0.08608621369430947,75.6019,76.3518,0.7747251657817629,0.0354694147005568,0.7801320376248807,-0.025115297987201014,27.5773,0.010109408709475366,92.8571,7.1429,0.928571,0.071429,1,93.4668,94.4404,95.414,1.9471999999999952,217551616.2962,0.00023778338919955595
GRMN,2019-12-26,94.2058,0.24351750019841498,0.0010711439349661807,1.0543,1.1387,-0.0845,1,1,-1,88.8685,0,-0.21431375287995513,0.3599,1,-0.7407807548256987,54.9535,0,-0.20975356522964578,71.2704,59.1405,0.7270119627238879,-0.05729353362812317,0.5939193882386545,-0.2254210116853826,27.5037,-0.002668861708724297,85.7143,0.0,0.857143,0.0,1,93.8179,94.5558,95.2937,1.4758000000000067,217263513.8097,-0.0013242948565720552
GRMN,2019-12-27,94.3317,0.24470704505342092,0.0013364357608555042,1.0364,1.1183,-0.0819,1,1,-1,89.1628,0,0.003311634606187872,0.9745,1,1.7076965823839956,65.8449,0,0.19819301773317438,62.8719,53.1234,0.6344991297834371,-0.11783994477370688,0.5288191266301842,-0.1017424607502474,26.6828,-0.029846893327079564,78.5714,0.0,0.785714,0.0,1,94.3203,94.7252,95.13,0.8096999999999923,217685116.2414,0.00194051188948951
GRMN,2019-12-30,94.3817,0.24517946159631443,0.0005300445131381832,0.9668,1.088,-0.1211,1,1,-1,68.1783,0,-0.23535039276469572,0.8527,1,-0.12498717290918421,47.6163,0,-0.2768414865843823,50.5587,39.4122,0.4988643123086074,-0.19584583892008983,0.38047479016144425,-0.25810094986390175,26.0583,-0.02340459022291518,71.4286,0.0,0.714286,0.0,1,94.093,94.5847,95.0764,0.9834000000000032,217530489.7613,-0.0007103217839134862
GRMN,2019-12-31,94.3596,0.24497065348435554,-0.00023415556193620882,0.8714,1.0447,-0.1733,1,1,-1,32.0936,0,-0.5292695769768386,1.2492,1,0.4649935499003167,38.5005,0,-0.19144284625222874,40.2883,28.3291,0.3857317529906809,-0.20313813448526172,0.26056441648760875,-0.28120987917446877,24.8844,-0.04504898631146313,64.2857,0.0,0.642857,0.0,1,93.7163,94.3865,95.0567,1.3404000000000025,217047554.7417,-0.0022200796777037415
GRMN,2020-01-02,94.4038,0.24538826970827343,0.0004684208072099031,0.8465,1.005,-0.1585,1,1,-1,60.0728,0,0.8717999850437469,2.5135,1,1.0120877361511367,58.4072,0,0.5170504279165206,34.1984,34.854,0.3186490714018197,-0.15115802850951765,0.3311586723532428,0.2303250015002241,25.0479,0.006570381443796076,57.1429,14.2857,0.571429,0.142857,1,93.7301,94.3673,95.0044,1.2743000000000109,217678054.7234,0.002904893273044873
GRMN,2020-01-03,94.4269,0.24560652615109024,0.0002446935398786855,0.7691,0.9578,-0.1888,1,1,-1,24.4395,0,-0.5931686220718861,2.1108,1,-0.16021483986473056,44.021,0,-0.24630867427303485,34.0925,39.0943,0.31748254059174724,-0.003096636099934451,0.3770353636660672,0.12165892006656331,24.7695,-0.011114704226701551,50.0,7.1429,0.5,0.071429,1,93.5963,94.298,94.9997,1.4034000000000049,217666858.9455,-5.143273590090027e-05
GRMN,2020-01-06,94.4317,0.24565187813920805,5.0832972383960756e-05,0.6981,0.9059,-0.2078,1,1,-1,-9.693,0,-1.396612041981219,2.784,1,0.3189312109152928,43.5949,0,-0.009679471161491064,42.3034,52.9619,0.4079288845806437,0.24084182738138893,0.5270718243999126,0.3547217880867544,22.7133,-0.083013383394901,42.8571,0.0,0.42857100000000004,0.0,1,93.6083,94.1383,94.6683,1.0600000000000023,217962581.5917,0.0013586020748985268
GRMN,2020-01-07,94.322,0.24461539624409961,-0.0011616861710633578,0.623,0.8493,-0.2263,1,1,-1,-10.4234,0,0.07535334777674624,1.648,1,-0.40804597701149425,39.968,0,-0.083195511401563,44.8742,42.5665,0.43624727368861665,0.06077052908276872,0.4146018206564662,-0.19628072255715906,20.8627,-0.08147649174712614,35.7143,7.1429,0.357143,0.071429,1,93.4939,94.0594,94.6249,1.1310000000000002,217783725.8929,-0.0008205798329872984
GRMN,2020-01-08,94.1691,0.24317074645593117,-0.0016210428107970832,0.5156,0.7826,-0.267,1,1,-1,-64.8541,0,5.22197171748182,0.585,1,-0.6450242718446602,29.0808,1,-0.2723979183346678,43.9963,36.4606,0.42657685444251053,-0.01956357996354261,0.34854081330156816,-0.14344378795531695,19.2419,-0.07768888974102102,28.5714,0.0,0.285714,0.0,1,93.1282,93.9517,94.7751,1.646899999999988,216784479.108,-0.004588252776019553
GRMN,2020-01-09,94.069,0.24222496853705833,-0.0010629813813660494,0.4563,0.7173,-0.261,1,1,-1,-72.8744,0,0.12366681520520663,1.3027,1,1.226837606837607,43.3653,0,0.49120037963192204,38.0134,35.0131,0.3606728206032032,-0.13598643522296194,0.33288000848225974,-0.03970038891296353,18.0526,-0.06180782563052502,21.4286,78.5714,0.214286,0.785714,-1,93.2715,93.7708,94.2701,0.9985999999999962,216891634.108,0.000494292766903374
GRMN,2020-01-10,93.918,0.2407982705775199,-0.0016052046901741939,0.3356,0.641,-0.3054,1,1,-1,-165.5754,1,1.2720653617731332,-0.5384,-1,-1.413295463268596,27.683,1,-0.36163245728727805,31.0334,21.6266,0.28378533189398775,-0.183619460506032,0.1880486691291186,-0.3823283285398894,18.4248,0.020617528777018234,14.2857,100.0,0.142857,1.0,-1,92.7116,93.538,94.3644,1.6527999999999992,216563426.2618,-0.0015132342358423552
GRMN,2020-01-13,93.8285,0.23995264496574048,-0.000952958964202826,0.3208,0.5769,-0.2561,1,1,-1,-81.2979,0,-0.5089977134284441,0.3896,1,-1.7236255572065378,53.2676,0,0.9241989668749775,32.5239,40.9319,0.3002037848912779,0.04802889789710432,0.39691674186016823,0.8926645889783877,18.6709,0.013356997090877428,7.1429,92.8571,0.071429,0.928571,-1,92.7312,93.5187,94.3062,1.5750000000000028,217105642.1729,0.002503727986112134
GRMN,2020-01-14,93.765,0.23935267595626564,-0.0006767666540550554,0.2826,0.5181,-0.2355,1,1,-1,-86.7101,0,0.06657244529071475,-0.1437,-1,-1.3688398357289528,47.4877,0,-0.108506859704586,35.4891,43.9089,0.3328666475733074,0.09116987815114433,0.42912552662499115,0.07273055978344528,18.795,0.006646706907540724,0.0,85.7143,0.0,0.857143,-1,92.7402,93.4706,94.201,1.4607999999999919,217161188.2292,0.00025584805509466275
GRMN,2020-01-15,93.7294,0.2390163153777254,-0.00037967258571964266,0.2417,0.4628,-0.2211,1,1,-1,-68.2451,0,-0.21295097110947864,-0.6136,-1,3.270006958942241,45.4335,0,-0.04325751720971946,48.2466,59.899,0.47339560705866796,0.3594765716797552,0.6021257581560606,0.36416535144355694,17.7001,-0.058254855014631686,0.0,78.5714,0.0,0.785714,-1,92.7923,93.5072,94.222,1.4296999999999969,216797029.9325,-0.0016769032241417583
GRMN,2020-01-16,93.7419,0.23913441951344883,0.00013336263755025468,0.3052,0.4313,-0.1261,1,1,-1,83.4703,0,-2.2230958706192827,0.6028,1,-1.9823989569752283,67.7521,0,0.49123664256550775,56.4403,65.5129,0.5636524861756735,0.16982958384632285,0.6628637147537224,0.09372276665720632,18.1411,0.024915113473935317,100.0,71.4286,1.0,0.714286,1,92.482,93.7131,94.9442,2.4621999999999957,217162997.1251,0.0016880636820251933
GRMN,2020-01-17,93.8699,0.24034380586325627,0.001365451308326374,0.3952,0.4241,-0.0289,1,1,-1,139.4415,-1,0.6705522802721448,1.6108,1,1.672196416721964,73.7325,-1,0.08826885070721059,67.8422,78.1146,0.6892489700601441,0.20201699849221222,0.79920413899654,0.1923544828575745,19.743,0.08830225289535898,100.0,64.2857,1.0,0.642857,1,92.8155,94.2018,95.5881,2.772599999999997,218389279.4133,0.005646828900107704
GRMN,2020-01-21,94.1489,0.24297989017260216,0.0029721987559377006,0.5801,0.4553,0.1249,1,1,1,267.6863,-1,0.9197032447298691,3.0213,1,0.8756518500124162,83.8887,-1,0.13774387142711828,77.6216,89.2372,0.796972968209557,0.144149216859123,0.9195418714201943,0.14238823472180626,23.7633,0.20363166691992113,100.0,57.1429,1.0,0.571429,1,92.3697,94.779,97.1884,4.818700000000007,218926327.5594,0.0024591323692388085
GRMN,2020-01-22,94.4067,0.24541566986776123,0.0027382157412354593,0.69,0.5022,0.1878,1,1,1,243.38,-1,-0.0908014343655242,1.5606,1,-0.483467381590706,75.2116,-1,-0.10343586204101382,83.9907,84.6203,0.8671311493467868,0.08205319137971909,0.8695906660521356,-0.05173739202933307,27.5224,0.1581893087239567,100.0,50.0,1.0,0.5,1,92.9826,95.3428,97.703,4.720399999999998,218537988.413,-0.001773834836263075
GRMN,2020-01-23,94.7492,0.24865172318658194,0.0036279204759831784,0.7944,0.5607,0.2337,1,1,1,188.0823,-1,-0.22720724792505545,1.9982,1,0.2804049724464949,77.844,-1,0.03499992022507153,84.7635,80.433,0.875643850102443,0.00920101868421134,0.8242873928086883,-0.04948339819168679,29.3399,0.06603711885591369,92.8571,42.8571,0.928571,0.42857100000000004,1,94.3312,95.9912,97.6513,3.3201000000000107,218824407.1139,0.0013106128732123913
GRMN,2020-01-24,94.9599,0.2506424864983353,0.002223765477703271,0.7926,0.607,0.1856,1,1,1,128.092,-1,-0.31895771159752934,1.1682,1,-0.41537383645280757,56.4615,0,-0.27468398335131794,77.4159,67.1945,0.794707100526536,-0.0866835371356775,0.6810572963662606,-0.1645904044359902,29.4137,0.0025153459964075723,85.7143,35.7143,0.857143,0.357143,1,95.0523,96.2067,97.3612,2.308899999999994,218605735.7403,-0.000999300656101793
GRMN,2020-01-27,95.1456,0.2523970415386419,0.0019555622952424872,0.6932,0.6243,0.0689,1,1,1,8.9331,0,-0.9302602816725479,0.3671,1,-0.6857558637219654,40.0263,0,-0.2910868467894052,65.9704,50.2838,0.6686303452226211,-0.14784430588548342,0.49809690116219946,-0.2516679192493434,27.1722,-0.07620598564614443,78.5714,28.5714,0.785714,0.285714,1,94.5336,96.0894,97.6451,3.1114999999999924,218737694.026,0.0006036359716414652
GRMN,2020-01-28,95.5622,0.2563332161740308,0.004378552450139602,0.8752,0.6745,0.2008,1,1,1,171.8236,-1,18.234487467956253,3.4511,1,8.40098065922092,71.369,-1,0.7830526428873016,57.0599,53.7014,0.5704776277235575,-0.13506815177716067,0.5350726293490514,0.06796622371419822,27.9198,0.0275134144456466,100.0,21.4286,1.0,0.214286,1,94.1383,96.3453,98.5522,4.413899999999998,219320929.3201,0.0026663684862230047
GRMN,2020-01-29,95.8739,0.2592782609024291,0.0032617499387833458,0.9012,0.7198,0.1814,1,1,1,140.643,-1,-0.1814686690303311,2.634,1,-0.2367650893917881,56.6339,0,-0.2064635906345893,54.1656,58.5115,0.5385957568681015,-0.05072388840499197,0.5871141058681225,0.08957122160688545,28.5926,0.0240975938223054,92.8571,14.2857,0.928571,0.142857,1,94.1773,96.4049,98.6326,4.455299999999994,218765159.7549,-0.002534047101309025
GRMN,2020-01-30,96.0788,0.26121422389520677,0.0021371822779713244,0.8184,0.7395,0.0789,1,1,1,33.003,0,-0.7653420362193639,1.804,1,-0.3151100987091875,46.2447,0,-0.18344489784387083,58.314,62.7291,0.5842920402723006,0.07658735433559312,0.6327452011399118,0.07208155661707535,25.7871,-0.09811979323321426,85.7143,7.1429,0.857143,0.071429,1,93.8809,96.1663,98.4517,4.5708000000000055,218840429.9107,0.0003440682962694611
