Ticker,Date,SMA_10,SMA_10_min_max,SMA_10_fluc_pctg,MACD,MACD_Signal,MACD_Hist,MACD_polarize,MACD_Signal_polarize,MACD_Hist_polarize,CCI_20,CCI_20_polarize,CCI_20_fluc_pctg,ROC_10,ROC_10_polarize,ROC_10_fluc_pctg,RSI_5,RSI_5_polarize,RSI_5_fluc_pctg,STOCH_SlowD,STOCH_SlowK,STOCH_SlowD_min_max,STOCH_SlowD_fluc_pctg,STOCH_SlowK_min_max,STOCH_SlowK_fluc_pctg,ADX,ADX_fluc_pctg,AROON_Up,AROON_Down,AROON_Up_min_max,AROON_Down_min_max,AROON_polarize,BBANDS_Lower_Band,BBANDS_Middle_Band,BBANDS_Upper_Band,BBANDS_width,Chaikin_AD,Chaikin_AD_fluc_pctg
LNT,2019-12-02,50.3647,0.39041467438414,,0.0984,0.0896,0.0088,1,1,1,6.365,0,,-1.1314,-1,,32.5868,0,,37.0932,31.991,0.3607801552493569,,0.31320254231117306,,23.4073,,57.1429,0.0,0.571429,0.0,1,49.8202,50.2563,50.6924,0.8721999999999994,397250728.8756,
LNT,2019-12-03,50.3504,0.38961496518748434,-0.0002839290217155795,0.0827,0.0882,-0.0055,1,1,-1,23.2558,0,2.6536999214454045,0.9966,1,-1.8808555771610396,45.2256,0,0.38785029521155817,34.4355,28.2753,0.33239893254053426,-0.071649251075669,0.27455088263135446,-0.11614829170704255,23.6006,0.00825810751346805,50.0,0.0,0.5,0.0,1,49.8016,50.2468,50.6919,0.8902999999999963,396677350.0333,-0.0014433676281045988
LNT,2019-12-04,50.4066,0.3927578782540614,0.0011161778257967546,0.1051,0.0916,0.0135,1,1,1,49.8649,0,1.1441919865151917,2.8234,1,1.8330323098535017,61.0963,0,0.35092292860680674,32.3697,36.8428,0.31033853073751455,-0.05999041686631517,0.3636722041338562,0.30300297432741635,24.6619,0.04496919569841441,42.8571,0.0,0.42857100000000004,0.0,1,49.7731,50.2848,50.7965,1.0234000000000023,397627530.0333,0.0023953472511607605
LNT,2019-12-05,50.4094,0.3929144646701898,5.554828137586308e-05,0.1215,0.0976,0.0239,1,1,1,59.5774,0,0.19477628552348444,2.447,1,-0.13331444357866398,61.0963,0,0.0,41.504,59.3939,0.40788249829939055,0.28218673636147373,0.5982545015759417,0.6120897434505522,25.6171,0.038731808984709265,35.7143,78.5714,0.357143,0.785714,-1,49.7586,50.3076,50.8567,1.0980999999999952,398289253.589,0.0016641794285334995
LNT,2019-12-06,50.3837,0.39147722506501126,-0.0005098255484096319,0.1283,0.1037,0.0246,1,1,1,57.4629,0,-0.03549164616112821,3.1262,1,0.2775643645279934,57.7581,0,-0.05463833325422326,57.4031,75.9726,0.577666859954145,0.38307392058596773,0.7707103700082178,0.27913135860753374,26.7835,0.04553208598943672,28.5714,71.4286,0.285714,0.714286,-1,49.7582,50.3286,50.8989,1.1406999999999954,398577300.089,0.0007232093193687797
LNT,2019-12-09,50.3352,0.38876492464278734,-0.0009626129085398076,0.1148,0.106,0.0089,1,1,1,43.4516,0,-0.24383210732490004,2.322,1,-0.2572452178363508,45.7743,0,-0.20748258685794724,67.1486,66.0792,0.6817377505395498,0.16977306103677325,0.6677966983241967,-0.13022326470332726,28.1422,0.05072899359680396,21.4286,64.2857,0.214286,0.642857,-1,50.0592,50.4142,50.7691,0.7099000000000046,397434384.0887,-0.002867488941404299
LNT,2019-12-10,50.3543,0.3898330676956633,0.00037945612613045484,0.1082,0.1064,0.0018,1,1,1,34.9958,0,-0.1946027303942777,2.6163,1,0.12674418604651153,49.7414,0,0.08666653558874744,66.9339,58.7499,0.6794449979656759,-0.0031973860959127617,0.5915554492213911,-0.11091689972033565,29.3651,0.043454314161650576,14.2857,57.1429,0.142857,0.571429,-1,50.2349,50.4617,50.6886,0.45369999999999777,397142229.7009,-0.0007351009361454111
LNT,2019-12-11,50.3609,0.3902021642479659,0.0001310712292693738,0.1086,0.1069,0.0018,1,1,1,13.9085,0,-0.6025665937055305,2.6316,1,0.005847953216374389,55.029,0,0.1063017928727379,57.7879,48.5348,0.58177608766922,-0.13664226946285804,0.4852953720366575,-0.17387433850951237,29.7372,0.012671504609212965,7.1429,50.0,0.071429,0.5,-1,50.2375,50.437,50.6365,0.3990000000000009,397533497.4459,0.000985208108678547
LNT,2019-12-12,50.3172,0.38775829768196185,-0.0008677366766678352,0.0736,0.1002,-0.0266,1,1,-1,-125.8325,1,-10.047165402451737,-0.076,-1,-1.0288797689618483,33.199,0,-0.3966999218593833,49.0031,39.7247,0.4879643838454384,-0.15201798300336225,0.39365046342046955,-0.18152130018048904,28.1095,-0.05473615538786438,0.0,42.8571,0.0,0.42857100000000004,-1,49.9846,50.3267,50.6688,0.684199999999997,396893731.2951,-0.0016093389737228735
LNT,2019-12-13,50.3105,0.3873836087576545,-0.00013315526301149803,0.0711,0.0944,-0.0233,1,1,-1,-110.0402,1,-0.1255025529970397,-0.245,-1,2.2236842105263155,51.4055,0,0.5484050724419413,43.5894,42.5086,0.43015220587999725,-0.11047668412814711,0.4226093016966078,0.0700798243913737,25.5273,-0.09186218182465004,0.0,100.0,0.0,1.0,-1,50.0013,50.2924,50.5835,0.5822000000000003,398259371.0791,0.0034408197366681344
